character,ability_type
Lancaster Sneed (Earth-616),Armor_Users
Landra (Earth-616),Armor_Users
Laserworks (Earth-616),Armor_Users
Laslo Magzel (Earth-616),Armor_Users
Lawrence Evans (Earth-616),Armor_Users
Leap-Frog (Armor) (Earth-616),Armor_Users
Leiko Tanaka (Earth-616),Armor_Users
Leila Davis (Earth-616),Armor_Users
Lenny Sirkes (Earth-616),Armor_Users
Lewis Hamilton (Earth-616),Armor_Users
Lightningbolt (Earth-616),Armor_Users
Lightstorm (Earth-616),Armor_Users
Lucy Cervantes (Earth-616),Armor_Users
Luke Carlyle (Earth-616),Armor_Users
MacDonald Gargan (Earth-616),Armor_Users
Madison Jeffries (Earth-616),Armor_Users
Marc Danson (Earth-616),Armor_Users
Marcia Guzman (Earth-616),Armor_Users
Marco Scarlotti (Earth-616),Armor_Users
Maris Morlak (Earth-616),Armor_Users
Marty Delarosa (Earth-616),Armor_Users
Matthew Banham (Earth-616),Armor_Users
Mauler (Hobgoblin) (Earth-616),Armor_Users
Maxwell Markham (Earth-616),Armor_Users
Maxwell Taylor (Earth-616),Armor_Users
Melina Vostokoff (Earth-616),Armor_Users
Melvin Potter (Earth-616),Armor_Users
Mentor (Imperial Guard) (Earth-616),Armor_Users
Mentus (Earth-616),Armor_Users
Merlin (Meredith) (Earth-616),Armor_Users
Michael Fields (Earth-616),Armor_Users
Michael Jeffries (Earth-616),Armor_Users
Michael O'Brien (Earth-616),Armor_Users
Michael Stivak (Earth-616),Armor_Users
Michael van Patrick (Michael) (Earth-616),Armor_Users
Michael van Patrick (Patrick) (Earth-616),Armor_Users
Michael van Patrick (Van) (Earth-616),Armor_Users
Michiko Musashi (Earth-616),Armor_Users
Mike Fallon (Earth-616),Armor_Users
Mike Ivy (Earth-616),Armor_Users
N'zyr (Earth-616),Armor_Users
Nanny (Orphan-Maker Partner) (Earth-616),Armor_Users
Napalm (Grip) (Earth-616),Armor_Users
Neil Shelton (Earth-616),Armor_Users
Nikola Tesla (Earth-616),Armor_Users
Nikolaus Geist (Earth-616),Armor_Users
Nils Styger (Earth-616),Armor_Users
Norman Osborn (Earth-616),Armor_Users
Obadiah Stane (Earth-616),Armor_Users
Oliver Osnick (Earth-616),Armor_Users
Orphan-Maker (Peter) (Earth-616),Armor_Users
Orson Kasloff (Earth-616),Armor_Users
Otto Octavius (Earth-616),Armor_Users
Owen Segar (Earth-616),Armor_Users
Pascal Tyler (Earth-616),Armor_Users
Patrick Herbert (Earth-616),Armor_Users
Paul Danvers (Earth-616),Armor_Users
Percival (Circle) (Earth-616),Armor_Users
Peter Parker (Earth-616),Armor_Users
Phillip Urich (Earth-616),Armor_Users
Pierre Fresson (Earth-616),Armor_Users
Plor (Earth-616),Armor_Users
Prime Director (Earth-616),Armor_Users
Psycho-Man (Earth-616),Armor_Users
Quinn Pullman (Earth-616),Armor_Users
Quintronic Man (Earth-616),Armor_Users
Raak (Earth-616),Armor_Users
Rafe Scanlon (Earth-616),Armor_Users
Rainbow (Spaceknight) (Earth-616),Armor_Users
Ralph Roberts (Earth-616),Armor_Users
Ramon Garcia (Earth-616),Armor_Users
Rand (Earth-616),Armor_Users
Rapture (Contingency) (Earth-616),Armor_Users
Ravello Medina (Earth-616),Armor_Users
Revolutionary (Dynasty) (Earth-616),Armor_Users
Rhanla (Earth-616),Armor_Users
Richard Bloom (Earth-616),Armor_Users
Richard Gilmore (Earth-616),Armor_Users
Ringer (Hobgoblin) (Earth-616),Armor_Users
Riot (Heavy Mettle) (Earth-616),Armor_Users
Robert Farrell (Earth-616),Armor_Users
Rockwell Davis (Earth-616),Armor_Users
Rodi (Earth-616),Armor_Users
Roger Bochs (Earth-616),Armor_Users
Roger Dicken (Earth-616),Armor_Users
Roger Gocking (Earth-616),Armor_Users
Rom (Earth-616),Armor_Users
Ronan (Earth-616),Armor_Users
Russell Broxtel (Earth-616),Armor_Users
Rockwell Davis (Earth-616),Armor_Users
Rodi (Earth-616),Armor_Users
Roger Bochs (Earth-616),Armor_Users
Roger Dicken (Earth-616),Armor_Users
Roger Gocking (Earth-616),Armor_Users
Rom (Earth-616),Armor_Users
Ronan (Earth-616),Armor_Users
Russell Broxtel (Earth-616),Armor_Users
Samuel Caulkin (Earth-616),Armor_Users
Sanction (Aaron) (Earth-616),Armor_Users
Sarah Garza (Earth-616),Armor_Users
Sarah Stacy (Earth-616),Armor_Users
Sasha Hammer (Earth-616),Armor_Users
Sasha Martin (Earth-616),Armor_Users
Scarlet Spiders (Earth-616),Armor_Users
Scott Washington (Earth-616),Armor_Users
Screamer (Spaceknight) (Earth-616),Armor_Users
Sean Bernard (Earth-616),Armor_Users
Seekers (Earth-616),Armor_Users
Sergei Krylov (Earth-616),Armor_Users
Seth (Neo) (Earth-616),Armor_Users
Shaka (Earth-616),Armor_Users
Shatter (Earth-616),Armor_Users
Shevaun Haldane (Earth-616),Armor_Users
Shingen Harada II (Earth-616),Armor_Users
Simon Maddicks (Earth-616),Armor_Users
Skera (Earth-616),Armor_Users
Slagmire (Earth-616),Armor_Users
Slaymaster (Earth-616),Armor_Users
Sons of Yinsen (Earth-616),Armor_Users
Soundscream (Earth-616),Armor_Users
Spaceknights (Galadorian) (Earth-616),Armor_Users
Splice (Mercenary) (Earth-616),Armor_Users
Sprint (Grip) (Earth-616),Armor_Users
Squorm (Earth-616),Armor_Users
Stacy Arnheim (Earth-616),Armor_Users
Stanley George Johnson (Earth-616),Armor_Users
Steel-Fist (Earth-616),Armor_Users
Steelshot (Earth-616),Armor_Users
Stellaris (Earth-616),Armor_Users
Steven Hudak (Earth-616),Armor_Users
Stronghold (Heavy Mettle) (Earth-616),Armor_Users
Subguardian Warstar (Earth-616),Armor_Users
Suzi Endo (Earth-616),Armor_Users
T'Challa (Earth-616),Armor_Users
Tactical Force (Karl) (Earth-616),Armor_Users
Talo (Galadorian) (Earth-616),Armor_Users
Tarm (Earth-616),Armor_Users
Tarn (Earth-616),Armor_Users
Terminator (Mentus's Servant) (Earth-616),Armor_Users
Thomas Bannion (Earth-616),Armor_Users
Tigerstryke (Mitchell) (Earth-616),Armor_Users
Titannus (Earth-616),Armor_Users
Tito Mendez (Earth-616),Armor_Users
Tristan (Earth-616),Armor_Users
Turk Barrett (Earth-616),Armor_Users
Tyreseus (Earth-616),Armor_Users
Unam (Earth-616),Armor_Users
Unicorn (Hobgoblin) (Earth-616),Armor_Users
Uzi (Grip) (Earth-616),Armor_Users
Val (Earth-616),Armor_Users
Valentin Shatalov (Earth-616),Armor_Users
Valerie Barnhardt (Earth-616),Armor_Users
Valerie Martin (Earth-616),Armor_Users
Valgoth (Earth-616),Armor_Users
Vanium (Earth-616),Armor_Users
Vic Chalker (Earth-616),Armor_Users
Vice (Grip) (Earth-616),Armor_Users
Victor Sternwood (Earth-616),Armor_Users
Victor von Doom (Earth-616),Armor_Users
Vindiktor (Romanov) (Earth-616),Armor_Users
Virginia Potts (Earth-616),Armor_Users
Vise (Earth-616),Armor_Users
Vola (Earth-616),Armor_Users
Wallace Jackson (Earth-616),Armor_Users
Walter Newell (Earth-616),Armor_Users
Wayne Dubrovnic (Earth-616),Armor_Users
Weasel Wills (Earth-616),Armor_Users
Wheeler (Earth-616),Armor_Users
Wilbur Day (Earth-616),Armor_Users
Windmill (Grip) (Earth-616),Armor_Users
Bentley Wittman (Earth-616),Armor_Users
Wladyslav Shinski (Earth-616),Armor_Users
Wraithknights (Earth-616),Armor_Users
Wallace Jackson (Earth-616),Armor_Users
Walter Newell (Earth-616),Armor_Users
Wayne Dubrovnic (Earth-616),Armor_Users
Weasel Wills (Earth-616),Armor_Users
Wheeler (Earth-616),Armor_Users
Wilbur Day (Earth-616),Armor_Users
Windmill (Grip) (Earth-616),Armor_Users
Bentley Wittman (Earth-616),Armor_Users
Wladyslav Shinski (Earth-616),Armor_Users
Wraithknights (Earth-616),Armor_Users
Yiorgos Krallis (Earth-616),Armor_Users
Yoshida Asano (Earth-616),Armor_Users
Yuri Petrovitch (Earth-616),Armor_Users
Zola Iron Man (Earth-616),Armor_Users
Agatha Harkness (Earth-616),Astral_Projection
Alec Dalton (Earth-616),Astral_Projection
Aron (Earth-616),Astral_Projection
Bennet du Paris (Earth-616),Astral_Projection
Bobby Soul (Earth-616),Astral_Projection
Campbell Saint-Ange (Earth-616),Astral_Projection
Cassandra Nova Xavier (Earth-616),Astral_Projection
Cassandra Webb (Earth-616),Astral_Projection
Celeste Cuckoo (Earth-616),Astral_Projection
Charles Xavier (Earth-616),Astral_Projection
Charles Xavier (Entity) (Earth-616),Astral_Projection
Claudine Renko (Earth-616),Astral_Projection
Clea (Earth-616),Astral_Projection
Declan Dane (Earth-616),Astral_Projection
Dormammu (Earth-616),Astral_Projection
Elizabeth Braddock (Earth-616),Astral_Projection
Emma Frost (Earth-616),Astral_Projection
Emma Frost (Skrull) (Earth-616),Astral_Projection
Esme Cuckoo (Earth-616),Astral_Projection
Hela (Earth-616),Astral_Projection
Herbert Wyndham (Earth-616),Astral_Projection
Hope Abbott (Earth-616),Astral_Projection
Illyana Rasputina (Earth-616),Astral_Projection
Irene Adler (Earth-616),Astral_Projection
Irma Cuckoo (Earth-616),Astral_Projection
Jasmine Destine (Earth-616),Astral_Projection
Jean Grey (Earth-616),Astral_Projection
Julia Cornwall (Earth-616),Astral_Projection
Kaluu (Earth-616),Astral_Projection
Karasu-Tengu (Earth-616),Astral_Projection
Karl Mordo (Earth-616),Astral_Projection
Kenji Uedo (Earth-616),Astral_Projection
Leash (Earth-616),Astral_Projection
Lucifer (Lightbearer) (Earth-616),Astral_Projection
Lucy Crumm (Earth-616),Astral_Projection
Mantis (Earth-616),Astral_Projection
Martha Johansson (Earth-616),Astral_Projection
Marvin Flumm (Earth-616),Astral_Projection
Max Eisenhardt (Earth-616),Astral_Projection
Michael Twoyoungmen (Earth-616),Astral_Projection
Morgan le Fay (Earth-616),Astral_Projection
Nathan Summers (Earth-616),Astral_Projection
Ned Campbell (Earth-616),Astral_Projection
Onslaught (Psychic Entity) (Earth-616),Astral_Projection
Phoebe Cuckoo (Earth-616),Astral_Projection
Psynapse (Earth-616),Astral_Projection
Rintrah (Earth-616),Astral_Projection
Sarah Ryall (Earth-616),Astral_Projection
Satana Hellstrom (Earth-616),Astral_Projection
Shadow King (Earth-616),Astral_Projection
Silas Warden (Earth-616),Astral_Projection
Sojobo-Tengu (Earth-616),Astral_Projection
Sophie Cuckoo (Earth-616),Astral_Projection
Stepford Cuckoos (Earth-616),Astral_Projection
Stephen Strange (Earth-616),Astral_Projection
Tanya Trask (Earth-616),Astral_Projection
Thahn Ng (Earth-616),Astral_Projection
The Shade (Earth-616),Astral_Projection
Tuval (Earth-616),Astral_Projection
William Kaplan (Earth-616),Astral_Projection
Xraven (Earth-616),Astral_Projection
Yao (Earth-616),Astral_Projection
Absolon Mercator (Earth-616),Atmokinesis
Aloba Dastoor (Earth-616),Atmokinesis
Armageddon Man (Earth-616),Atmokinesis
Beta Ray Bill (Earth-616),Atmokinesis
Bor Burison (Earth-616),Atmokinesis
Charles Barnabus (Earth-616),Atmokinesis
Edith Harker (Earth-616),Atmokinesis
Gaea (Earth-616),Atmokinesis
Giant of the Storm (Earth-616),Atmokinesis
Hadad (Earth-616),Atmokinesis
Hurricane (Dark Riders) (Earth-616),Atmokinesis
James Marks (Earth-616),Atmokinesis
Jane Foster (Earth-616),Atmokinesis
Jericho Drumm (Earth-616),Atmokinesis
John Falsworth (Earth-616),Atmokinesis
Jormungand (Earth-616),Atmokinesis
Kaluu (Earth-616),Atmokinesis
Katu Kath (Earth-616),Atmokinesis
Leon Matheson (Earth-616),Atmokinesis
Lily Cromwell (Earth-616),Atmokinesis
Mark Diering (Earth-616),Atmokinesis
Maya (Inhuman) (Earth-616),Atmokinesis
Meggan Puceanu (Earth-616),Atmokinesis
Meruda (Earth-616),Atmokinesis
Michael Twoyoungmen (Earth-616),Atmokinesis
Modred (Earth-616),Atmokinesis
Mzungu (Earth-616),Atmokinesis
Oberon (Earth-616),Atmokinesis
Ororo Munroe (Earth-616),Atmokinesis
Ororo's grandmother (Earth-616),Atmokinesis
Oya (Santerians) (Earth-616),Atmokinesis
Pennsu (Earth-616),Atmokinesis
Poseidon Aegaeus (Earth-616),Atmokinesis
Quetzalcoatl (Earth-616),Atmokinesis
Ragnarok (Earth-616),Atmokinesis
Roger Norvell (Earth-616),Atmokinesis
Sharon King (Earth-616),Atmokinesis
Simon Walterson (Earth-616),Atmokinesis
Straw Man (Earth-616),Atmokinesis
Tae (Earth-616),Atmokinesis
Tarene (Earth-616),Atmokinesis
Thor Odinson (Earth-616),Atmokinesis
Vlad Dracula (Earth-616),Atmokinesis
Void (Dark Sentry) (Earth-616),Atmokinesis
Weather Witch (Earth-616),Atmokinesis
William Read (Earth-616),Atmokinesis
Zeus Panhellenios (Earth-616),Atmokinesis
Guido Carosella (Earth-616),Believed_Precognitive_Immunity
Nicole (Robot) (Earth-616),Believed_Precognitive_Immunity
Pietro Maximoff (Earth-616),Believed_Precognitive_Immunity
Albert Destine (Earth-616),Biological_Manipulation
Ananym (Earth-616),Biological_Manipulation
Ash Minnick (Earth-616),Biological_Manipulation
Belasco (Earth-616),Biological_Manipulation
Benazir Kaur (Earth-616),Biological_Manipulation
Benedict Kine (Earth-616),Biological_Manipulation
Blackheart (Earth-616),Biological_Manipulation
Cassandra Nova Xavier (Earth-616),Biological_Manipulation
David Anthony Rice (Earth-616),Biological_Manipulation
Ex Nihilo (Earth-616),Biological_Manipulation
Faiza Hussain (Earth-616),Biological_Manipulation
Father Time (Elders of the Universe) (Earth-616),Biological_Manipulation
Ghaur (Earth-616),Biological_Manipulation
Hamilton Slade (Akkaba) (Earth-616),Biological_Manipulation
Harrow (Earth-616),Biological_Manipulation
Host (Pathogen) (Earth-616),Biological_Manipulation
Infectia (Josephine) (Earth-616),Biological_Manipulation
Jack Hazzard (Earth-616),Biological_Manipulation
Jackson Day (Earth-616),Biological_Manipulation
"Jacob Gavin, Jr. (Earth-616)",Biological_Manipulation
Jeb Lee (Earth-616),Biological_Manipulation
Jerran Ko (Earth-616),Biological_Manipulation
Jonothon Starsmore (Earth-616),Biological_Manipulation
Joshua Foley (Earth-616),Biological_Manipulation
Jun Tenta (Earth-616),Biological_Manipulation
Kenji Uedo (Earth-616),Biological_Manipulation
Kuhrra Daizonest (Earth-616),Biological_Manipulation
Lionel Jeffries (Earth-616),Biological_Manipulation
Malcolm McBride (Earth-616),Biological_Manipulation
Masque (Morlock) (Earth-616),Biological_Manipulation
Mister Negative (Earth-616),Biological_Manipulation
Mortimer Everett (Earth-616),Biological_Manipulation
Nathaniel Essex (Earth-616),Biological_Manipulation
Nuwa (Earth-616),Biological_Manipulation
Paradise (Earth-616),Biological_Manipulation
Prime Skrull (Earth-616),Biological_Manipulation
Purge (The Arena) (Earth-616),Biological_Manipulation
Salvo (Neo) (Earth-616),Biological_Manipulation
Sanjar Javeed (Earth-616),Biological_Manipulation
Sedna (Earth-616),Biological_Manipulation
Stringfellow (Earth-616),Biological_Manipulation
Thornn (Salem's Seven) (Earth-616),Biological_Manipulation
Vertigo (Salem's Seven) (Earth-616),Biological_Manipulation
Victor Barlow (Earth-616),Biological_Manipulation
Winsor (Earth-616),Biological_Manipulation
Zachary Smith Jr. (Earth-616),Biological_Manipulation
Adam Neramani (Earth-616),Blood_Burners
Michael Asher (Earth-616),Blood_Burners
Anthony Druid (Earth-616),Botanopathy
Blackthorn (Earth-616),Botanopathy
Callie Betto (Earth-616),Botanopathy
Carl Shuffler (Earth-616),Botanopathy
Chi Lo (Earth-616),Botanopathy
Demeter (Olympian) (Earth-616),Botanopathy
Dionysus Acratophorus (Earth-616),Botanopathy
Ex Nihila (Earth-616),Botanopathy
Ex Nihilo (Earth-616),Botanopathy
Fuel (Habit Heroes) (Earth-616),Botanopathy
Fungi (Earth-616),Botanopathy
Gaea (Earth-616),Botanopathy
Gregor Smerdyakov (Earth-616),Botanopathy
Groot (Earth-616),Botanopathy
Groot (Original) (Earth-616),Botanopathy
Ivan Guerrero (Earth-616),Botanopathy
Jerran Ko (Earth-616),Botanopathy
Jolen (Earth-616),Botanopathy
Klara Prast (Earth-616),Botanopathy
Lin Li (Earth-616),Botanopathy
Makiko Morioka (Earth-616),Botanopathy
Mantis (Earth-616),Botanopathy
Marisol Guerra (Earth-616),Botanopathy
Mark Diering (Earth-616),Botanopathy
Martin Zantz (Earth-616),Botanopathy
Meggan Puceanu (Earth-616),Botanopathy
Michael Twoyoungmen (Earth-616),Botanopathy
Orchid (O-Force) (Earth-616),Botanopathy
Ord Zyonz (Earth-616),Botanopathy
Patrick Mahony (Earth-616),Botanopathy
Persephone (Olympian) (Earth-616),Botanopathy
Phil Descard (Earth-616),Botanopathy
Rootar (Earth-616),Botanopathy
Roxanne Simpson (Earth-616),Botanopathy
Samuel Smithers (Earth-616),Botanopathy
Sebastian Druid (Earth-616),Botanopathy
Sonny Baredo (Earth-616),Botanopathy
Straw Man (Earth-616),Botanopathy
Theodore Sallis (Earth-616),Botanopathy
Thomas Cassidy (Earth-616),Botanopathy
Timberius (Earth-616),Botanopathy
Banzai (Earth-616),Camouflage
Carl Mach (Earth-616),Camouflage
Celeste Cuckoo (Earth-616),Camouflage
Chameleon (Artificial Mutant) (Earth-616),Camouflage
Daniel Silva (Earth-616),Camouflage
Donna Diego (Earth-616),Camouflage
Edward Brock (Earth-616),Camouflage
Esme Cuckoo (Earth-616),Camouflage
Irma Cuckoo (Earth-616),Camouflage
Jericho Drumm (Earth-616),Camouflage
Jillian Woods (Earth-616),Camouflage
Katherine Pryde (Earth-616),Camouflage
Kiana (Earth-616),Camouflage
Kurt Wagner (Earth-616),Camouflage
Leslie Gesneria (Earth-616),Camouflage
Martin Zantz (Earth-616),Camouflage
Mickey Tork (Earth-616),Camouflage
Naja (Earth-616),Camouflage
Namorita Prentiss (Earth-616),Camouflage
Patrick Mulligan (Earth-616),Camouflage
Phoebe Cuckoo (Earth-616),Camouflage
Piper Dali (Earth-616),Camouflage
Ramon Hernandez (Lasher) (Earth-616),Camouflage
Richard Jones (Earth-616),Camouflage
Sophie Cuckoo (Earth-616),Camouflage
Trader (Morlock) (Earth-616),Camouflage
Trevor Cole (Earth-616),Camouflage
Victor Borkowski (Earth-616),Camouflage
Zzxz (Klyntar) (Earth-616),Camouflage
Captain Universe (Earth-616),Captain_Universe
Arcturus Rann (Earth-616),Captain_Universe
Cain Marko (Earth-616),Captain_Universe
Captain (Nextwave) (Earth-616),Captain_Universe
Elijah Jackson (Earth-616),Captain_Universe
Evan Swann (Earth-616),Captain_Universe
Gabriel Vargas (Earth-616),Captain_Universe
Gilbert Wiles (Earth-616),Captain_Universe
Hiro-Kala (Earth-616),Captain_Universe
Kallark (Earth-616),Captain_Universe
Krosakis (Earth-616),Captain_Universe
L'Matto (Earth-616),Captain_Universe
Laura Kinney (Earth-616),Captain_Universe
Matthew Murdock (Earth-616),Captain_Universe
Monty Walsh (Earth-616),Captain_Universe
Norrin Radd (Earth-616),Captain_Universe
Peter Parker (Earth-616),Captain_Universe
Ray Coffin (Earth-616),Captain_Universe
Roland Taylor (Earth-616),Captain_Universe
Stephen Strange (Earth-616),Captain_Universe
Steven Coffin (Earth-616),Captain_Universe
Susan Richards (Earth-616),Captain_Universe
Tamara Devoux (Earth-616),Captain_Universe
William Nguyen (Earth-616),Captain_Universe
Ava Ayala (Earth-616),Chi_Manipulation
Bei Bang-Wen (Earth-616),Chi_Manipulation
Bei-Ming Tian (Earth-616),Chi_Manipulation
Bride of Nine Spiders (1920s) (Earth-616),Chi_Manipulation
Bride of Nine Spiders (Earth-616),Chi_Manipulation
Colleen Wing (Earth-616),Chi_Manipulation
Crane Champion (Earth-616),Chi_Manipulation
Crane Daughters (Earth-616),Chi_Manipulation
Crane Mother (Earth-616),Chi_Manipulation
Daniel Rand (Dragonfist) (Earth-616),Chi_Manipulation
Daniel Rand (Earth-616),Chi_Manipulation
Daniel Rand (H'ylthri) (Earth-616),Chi_Manipulation
Davos (Earth-616),Chi_Manipulation
Elektra Natchios (Earth-616),Chi_Manipulation
Fat Cobra (Earth-616),Chi_Manipulation
Fongji Wu (Earth-616),Chi_Manipulation
Hope Summers (Earth-616),Chi_Manipulation
Ikari (Earth-616),Chi_Manipulation
Izo (Earth-616),Chi_Manipulation
John Aman (Earth-616),Chi_Manipulation
Junzo Muto (Earth-616),Chi_Manipulation
Karl Mordo (Earth-616),Chi_Manipulation
Khan (Earth-616),Chi_Manipulation
Kwai Far (Earth-616),Chi_Manipulation
Kwai Jun-Fan (Earth-616),Chi_Manipulation
Lei-Kung (Earth-616),Chi_Manipulation
Li Hua (Earth-616),Chi_Manipulation
Li Park (Earth-616),Chi_Manipulation
Mandarin (Earth-616),Chi_Manipulation
Matthew Murdock (Earth-616),Chi_Manipulation
Moving Shadow (Earth-616),Chi_Manipulation
Nu-An (Earth-616),Chi_Manipulation
Orson Randall (Earth-616),Chi_Manipulation
Pei (Earth-616),Chi_Manipulation
