id,title,issueNumber,issue_date,series_title,series_id,print_price
22932,Spider-Man Noir (2008) #1,1,2008-12-17T00:00:00-0500,Spider-Man Noir (2008 - 2009),6343,3.99
43148,Amazing Spider-Man (1999) #44,44,2001-06-10T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,0
30443,Invincible Iron Man (2008) #25,25,2010-04-28T00:00:00-0400,Invincible Iron Man (2008 - 2012),4889,3.99
5274,Marvel Tales Flip Magazine (2005) #17,17,2006-10-25T00:00:00-0400,Marvel Tales Flip Magazine (2005 - 2007),932,4.99
23835,X-Men: Kingbreaker (2008) #4,4,2009-03-25T00:00:00-0400,X-Men: Kingbreaker (2008 - 2009),6418,3.99
15466,Marvel Super-Heroes (1967) #55,55,-0001-11-30T00:00:00-0500,Marvel Super-Heroes (1967 - 1982),2300,0
48320,Mighty Avengers (2013) #5,5,2014-01-22T00:00:00-0500,Mighty Avengers (2013 - Present),18309,3.99
726,Captain America (2002) #28,28,2004-06-23T00:00:00-0400,Captain America (2002 - 2004),485,2.99
10619,The Punisher: War Zone (1992) #29,29,1994-07-01T00:00:00-0400,The Punisher: War Zone (1992 - 1995),2065,0
40103,Marvel Masterworks: Atlas Era Jungle Adventure (Hardcover),0,2013-02-20T00:00:00-0500,Marvel Masterworks: Atlas Era Jungle Adventure (2011 - Present),14893,74.99
1270,Marvel Masterworks: The Amazing Spider-Man Vol. 6 (Trade Paperback),0,2004-05-14T00:00:00-0400,Marvel Masterworks: The Amazing Spider-Man Vol. 6 (2004),324,0
20202,"Doctor Strange, Sorcerer Supreme (1988) #40",40,1992-04-10T00:00:00-0400,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",3741,1.75
12539,Uncanny X-Men (1963) #86,86,1974-02-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0
8135,Daredevil (1963) #155,155,1978-11-10T00:00:00-0500,Daredevil (1963 - 1998),2002,0.35
38972,The Mighty Thor (2011) #1 (Movie Variant),1,2011-04-27T00:00:00-0400,The Mighty Thor (2011 - 2012),13757,3.99
4107,New Avengers Annual (2006) #1,1,2006-04-26T00:00:00-0400,New Avengers Annual (2006),1066,3.99
425,Thor (1998) #76,76,2004-03-17T00:00:00-0500,Thor (1998 - 2004),581,2.99
23611,Dark Tower: Treachery (2008) #6 (LEE SKETCH VARIANT),6,2009-03-04T00:00:00-0500,Dark Tower: Treachery (2008 - 2009),5624,3.99
21667,Psi-Force (1986) #24,24,1988-10-10T00:00:00-0400,Psi-Force (1986 - 1989),5265,0
34759,Thor: For Asgard (2010) #4,4,2010-11-10T00:00:00-0500,Thor: For Asgard (2010 - 2011),12037,3.99
15409,Marvel Super-Heroes (1967) #381,381,1982-01-10T00:00:00-0500,Marvel Super-Heroes (1967 - 1982),2300,9.99
15209,Silver Surfer (1987) #70,70,1992-08-20T00:00:00-0400,Silver Surfer (1987 - 1998),2288,1.25
27877,Astonishing X-Men (2004) #31 (VARIANT),31,2009-10-07T00:00:00-0400,Astonishing X-Men (2004 - Present),744,2.99
3577,Franklin Richards: Everybody Loves Franklin (2006) #1,1,2006-02-08T00:00:00-0500,Franklin Richards: Everybody Loves Franklin (2006),1041,2.99
38440,Thunderbolts: From the Marvel Vault (2011) #1,1,2011-04-06T00:00:00-0400,Thunderbolts: From the Marvel Vault (2011),13852,3.99
11470,Thor (1966) #142,142,1967-07-10T00:00:00-0400,Thor (1966 - 1996),2083,0.12
14419,Incredible Hulk (1999) #19,19,2000-10-10T00:00:00-0400,Incredible Hulk (1999 - 2008),465,2.25
22574,The Stand: Captain Trips (2008) #3 (PERKINS VARIANT),3,2008-11-12T00:00:00-0500,The Stand: Captain Trips (2008 - 2009),5754,3.99
11410,Tales to Astonish (1959) #65,65,1965-03-10T00:00:00-0500,Tales to Astonish (1959 - 1968),2080,0.12
20333,Defenders (1972) #26,26,1975-08-10T00:00:00-0400,Defenders (1972 - 1986),3743,0.25
48408,Cataclysm: Ultimate Comics Spider-Man (2013) #3,3,2014-01-08T00:00:00-0500,Cataclysm: Ultimate Comics Spider-Man (2013 - Present),18325,3.99
40183,X-Factor (2005) #241,241,2012-08-01T00:00:00-0400,X-Factor (2005 - Present),1035,2.99
43797,Deadpool (2012) #1,1,2012-11-07T00:00:00-0500,Deadpool (2012 - Present),16542,2.99
5933,Iron Man: Execute Program (Trade Paperback),0,2007-02-07T00:00:00-0500,Iron Man: Execute Program (2007),1881,9.99
322,Amazing Spider-Man (1999) #501,501,2003-11-26T00:00:00-0500,Amazing Spider-Man (1999 - 2013),454,2.25
34900,Peter Parker: Unemployed (2010) #1,1,1961-01-01T00:00:00-0500,Peter Parker: Unemployed (2010),12205,0
20604,Classic X-Men (1986) #6,6,1987-02-10T00:00:00-0500,Classic X-Men (1986 - 1990),3751,1
22617,Marvel Masterworks: The Invincible Iron Man Vol. 5 (Hardcover),0,2008-11-19T00:00:00-0500,Marvel Masterworks: The Invincible Iron Man Vol. 5 (2008 - Present),6249,54.99
13201,Fantastic Four (1961) #376,376,1993-05-01T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0
22021,Deadpool (2008) #1,1,2008-09-10T00:00:00-0400,Deadpool (2008 - 2012),5701,3.99
46451,Secret Avengers (2013) #7,7,2013-08-14T00:00:00-0400,Secret Avengers (2013 - Present),17547,3.99
38917,The Mighty Thor (2011) #1 (Blank Variant),1,2011-04-27T00:00:00-0400,The Mighty Thor (2011 - 2012),13757,3.99
13211,Fantastic Four (1961) #385,385,1994-02-01T00:00:00-0500,Fantastic Four (1961 - 1998),2121,0
12276,X-Factor (1986) #57,57,1990-08-10T00:00:00-0400,X-Factor (1986 - 1998),2098,0
14782,"Peter Parker, the Spectacular Spider-Man (1976) #79",79,1983-06-10T00:00:00-0400,"Peter Parker, the Spectacular Spider-Man (1976 - 1998)",2271,0.6
40762,Ultimate Comics Spider-Man (2011) #17,17,2012-11-21T00:00:00-0500,Ultimate Comics Spider-Man (2011 - Present),13831,3.99
4476,X-Men Fairy Tales (2006) #3,3,2006-07-19T00:00:00-0400,X-Men Fairy Tales (2006),1092,2.99
20187,"Doctor Strange, Sorcerer Supreme (1988) #27",27,1991-03-10T00:00:00-0500,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",3741,1.5
24348,Adam: Legend of the Blue Marvel (Trade Paperback),0,2009-06-10T00:00:00-0400,Adam: Legend of the Blue Marvel (2008),7524,19.99
18790,Super-Villain Team-Up (1975) #4,4,1976-02-10T00:00:00-0500,Super-Villain Team-Up (1975 - 1980),3674,0.25
9508,Iron Man (1968) #262,262,1990-11-10T00:00:00-0500,Iron Man (1968 - 1996),2029,1
42341,First X-Men (2011) #2,2,2012-09-05T00:00:00-0400,First X-Men (2011 - Present),16019,3.99
38488,SPIDER-ISLAND: DEADLY HANDS OF KUNG FU (2011) #1,1,2011-08-31T00:00:00-0400,SPIDER-ISLAND: DEADLY HANDS OF KUNG FU (2011),13879,2.99
23756,Marvel Spotlight (2005) #39,39,2009-03-11T00:00:00-0400,Marvel Spotlight (2005 - 2011),1012,3.99
4320,X-Men Fairy Tales (2006) #2,2,2006-06-21T00:00:00-0400,X-Men Fairy Tales (2006),1092,2.99
13722,Uncanny X-Men (1963) #181,181,1984-05-10T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0
2510,Marvel Select Flip Magazine (2005) #4,4,2005-09-21T00:00:00-0400,Marvel Select Flip Magazine (2005 - 2007),931,3.99
22749,Generation X (1994) #22,22,1996-12-10T00:00:00-0500,Generation X (1994 - 2001),6256,1.95
18214,X-Man (1995) #43,43,1998-10-10T00:00:00-0400,X-Man (1995 - 2000),3643,0
30233,Wolverine (2010) #7,7,2011-03-30T00:00:00-0400,Wolverine (2010 - 2012),9962,3.99
38645,Wolverine 1000 (2011) #1,1,2011-02-02T00:00:00-0500,Wolverine 1000 (2011),13919,4.99
43297,Guardians of the Galaxy (2013) #9,9,2013-12-04T00:00:00-0500,Guardians of the Galaxy (2013 - Present),16410,3.99
1437,Black Widow (2004) #4,4,2004-12-22T00:00:00-0500,Black Widow (2004 - 2005),758,2.99
21850,Captain America: The Chosen (2007) #4,4,2007-11-21T00:00:00-0500,Captain America: The Chosen (2007),2790,3.99
50620,Inhumanity (2013) #2,2,2014-01-29T00:00:00-0500,Inhumanity (2013 - Present),18924,3.99
22573,The Stand: Captain Trips (2008) #3 (SKETCH VARIANT),3,2008-11-12T00:00:00-0500,The Stand: Captain Trips (2008 - 2009),5754,3.99
6815,Amazing Spider-Man (1963) #4,4,1963-09-10T00:00:00-0400,Amazing Spider-Man (1963 - 1998),1987,0.12
4086,Iron Man: Inevitable (2005) #5,5,2006-04-26T00:00:00-0400,Iron Man: Inevitable (2005 - 2006),1016,2.99
984,Incredible Hulk Vol. II: Boiling Point (Trade Paperback),0,2002-11-27T00:00:00-0500,Incredible Hulk Vol. II: Boiling Point (2002),46,8.99
1399,Inhumans 2099 (2004) #1,1,2004-09-29T00:00:00-0400,Inhumans 2099 (2004),822,0
35010,Marvel Zombies Supreme (2010) #1,1,2011-03-02T00:00:00-0500,Marvel Zombies Supreme (2010 - 2011),12309,3.99
23648,Secret Warriors (2008) #1,1,2009-02-04T00:00:00-0500,Secret Warriors (2008 - 2011),6796,3.99
4065,Amazing Spider-Man (1999) #531,531,2006-04-26T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,2.99
10444,Omega: The Unknown (1976) #10,10,1977-10-10T00:00:00-0400,Omega: The Unknown (1976 - 1977),2056,0.3
16121,New Avengers (2004) #33,33,2007-08-08T00:00:00-0400,New Avengers (2004 - 2010),753,2.99
8008,Captain Marvel (1968) #19,19,1969-12-10T00:00:00-0500,Captain Marvel (1968 - 1979),2000,0.15
773,Secret War (2004) #3,3,2004-10-13T00:00:00-0400,Secret War (2004 - 2005),418,3.99
20243,"Doctor Strange, Sorcerer Supreme (1988) #78",78,1995-06-10T00:00:00-0400,"Doctor Strange, Sorcerer Supreme (1988 - 1996)",3741,1.95
26423,Spider-Man Magazine (2008) #8,8,2009-09-23T00:00:00-0400,Spider-Man Magazine (2008 - Present),5041,6.99
857,Elektra: The Hand (2004) #2,2,2004-09-29T00:00:00-0400,Elektra: The Hand (2004),812,2.99
12043,Web of Spider-Man (1985) #46,46,1989-01-10T00:00:00-0500,Web of Spider-Man (1985 - 1995),2092,1
37262,Alias (2003) #15,15,2002-12-10T00:00:00-0500,Alias (2003),672,0
7202,Avengers (1963) #324,324,1990-10-10T00:00:00-0400,Avengers (1963 - 1996),1991,0
22764,Generation X (1994) #36,36,1998-03-10T00:00:00-0500,Generation X (1994 - 2001),6256,0
42874,Starjammers (0000) #2,2,-0001-11-30T00:00:00-0500,Starjammers (0000 - Present),16352,0
224,Wolverine: The End (2003) #3,3,2004-02-11T00:00:00-0500,Wolverine: The End (2003 - 2004),612,2.99
6579,Amazing Spider-Man (1963) #187,187,1978-12-10T00:00:00-0500,Amazing Spider-Man (1963 - 1998),1987,0.35
22809,Generation X (1994) #9,9,1995-11-10T00:00:00-0500,Generation X (1994 - 2001),6256,1.95
36092,New Avengers (2010) #5 (IMMONEN VARIANT),5,2010-10-13T00:00:00-0400,New Avengers (2010 - 2012),9922,3.99
10561,Peter Parker: Spider-Man (1999) #5,5,1999-05-10T00:00:00-0400,Peter Parker: Spider-Man (1999 - 2003),2060,0
18209,X-Man (1995) #39,39,1998-07-10T00:00:00-0400,X-Man (1995 - 2000),3643,0
8452,Daredevil (1963) #99,99,1973-05-10T00:00:00-0400,Daredevil (1963 - 1998),2002,0.2
44580,All-New X-Men (2012) #3 (Mcguinness Variant),3,2012-12-05T00:00:00-0500,All-New X-Men (2012 - Present),16449,3.99
17417,Iron Man and Power Pack (2007) #2,2,2007-12-12T00:00:00-0500,Iron Man and Power Pack (2007 - 2008),3077,2.99
41587,Marvel Universe Ultimate Spider-Man (2011) #6,6,2012-09-26T00:00:00-0400,Marvel Universe Ultimate Spider-Man (2011 - Present),15506,2.99
17657,Civil War Chronicles (2007) #7,7,2008-01-09T00:00:00-0500,Civil War Chronicles (2007),2546,4.99
12786,Captain America (1998) #27,27,2000-03-10T00:00:00-0500,Captain America (1998 - 2002),1997,0
15285,Speedball (1988) #3,3,1988-11-10T00:00:00-0500,Speedball (1988 - 1989),2293,0.75
4291,Marvel Adventures Spider-Man Vol. 3: Doom with a View (Digest),0,2006-06-21T00:00:00-0400,Marvel Adventures Spider-Man Vol. 3: Doom with a View (2006),1652,6.99
15528,Fantastic Four (1998) #10,10,1998-10-10T00:00:00-0400,Fantastic Four (1998 - 2012),421,0
21409,Spider-Man Magazine (2008) #1,1,2008-06-11T00:00:00-0400,Spider-Man Magazine (2008 - Present),5041,6.99
36880,WARRIORS THREE: DOG DAY AFTERNOON (Trade Paperback),1,2011-10-12T00:00:00-0400,WARRIORS THREE: DOG DAY AFTERNOON (2010 - Present),13141,15.99
1546,Ultimate Elektra: Devil's Due (Trade Paperback),0,2005-01-05T00:00:00-0500,Ultimate Elektra: Devil's Due (2005),1278,9.99
38497,Fear Itself: The Home Front (2010) #2,2,2011-05-04T00:00:00-0400,Fear Itself: The Home Front (2010),13881,3.99
12799,Captain America (1998) #39,39,2001-03-10T00:00:00-0500,Captain America (1998 - 2002),1997,0
8235,Daredevil (1963) #245,245,1987-08-10T00:00:00-0400,Daredevil (1963 - 1998),2002,0.75
34444,Amazing Spider-Man (1999) #638 (VARIANT),638,2010-07-21T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,3.99
11110,Strange Tales (1951) #32,32,1954-10-10T00:00:00-0500,Strange Tales (1951 - 1968),2076,0.1
11366,Tales to Astonish (1959) #25,25,1961-11-10T00:00:00-0500,Tales to Astonish (1959 - 1968),2080,0.1
5441,Marvel Heroes Flip Magazine (2005) #18,18,2006-11-01T00:00:00-0500,Marvel Heroes Flip Magazine (2005 - 2007),930,4.99
20794,X-Men: Endangered Species Back-Up Story (2007) #14,14,-0001-11-30T00:00:00-0500,X-Men: Endangered Species Back-Up Story (2007),2421,0
8818,Human Torch (2003) #1,1,2003-06-01T00:00:00-0400,Human Torch (2003 - 2004),2018,0
30022,Amazing Spider-Man Presents: Black Cat (2010) #2,2,2010-07-28T00:00:00-0400,Amazing Spider-Man Presents: Black Cat (2010),9835,3.99
47482,Young Avengers (2013) #1 (2nd Printing Variant),1,2013-03-06T00:00:00-0500,Young Avengers (2013 - Present),17647,2.99
17974,X-Force (1991) #128,128,2002-07-01T00:00:00-0400,X-Force (1991 - 2004),3633,0
13961,Uncanny X-Men (1963) #420,420,2003-05-01T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,0
20427,Dazzler (1981) #18,18,1982-08-10T00:00:00-0400,Dazzler (1981 - 1986),3745,0
36941,Ultimate Comics Thor (2010) #1 (VILLAIN VARIANT),1,2010-10-06T00:00:00-0400,Ultimate Comics Thor (2010 - 2011),11272,3.99
13041,Fantastic Four (1961) #231,231,1981-06-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.5
20265,Defenders (1972) #101,101,1981-11-10T00:00:00-0500,Defenders (1972 - 1986),3743,0.5
1443,Sabretooth (2004) #4,4,2004-12-01T00:00:00-0500,Sabretooth (2004),770,2.99
39901,Journey Into Mystery (2011) #622,622,2011-04-13T00:00:00-0400,Journey Into Mystery (2011 - Present),14764,2.99
22636,Untold Tales of Spider-Man Annual (1996) #1,1,1996-01-10T00:00:00-0500,Untold Tales of Spider-Man Annual (1996),6253,1.95
19851,Kingpin (2003) #4,4,2003-11-01T00:00:00-0500,Kingpin (2003),494,0
16703,USA Comics (1941) #7,7,1943-02-10T00:00:00-0400,USA Comics (1941 - 1945),2979,0.1
24198,Official Index to the Marvel Universe (2009) #5,5,2009-05-06T00:00:00-0400,Official Index to the Marvel Universe (2009 - 2010),6579,3.99
10232,Marvel Premiere (1972) #43,43,1978-08-10T00:00:00-0400,Marvel Premiere (1972 - 1981),2045,0
41493,FF (2010) #4 (2nd Printing Variant),4,2011-08-17T00:00:00-0400,FF (2010 - 2012),13440,2.99
38204,Sigil (Trade Paperback),1,2011-09-28T00:00:00-0400,Sigil (2011 - Present),13754,14.99
13045,Fantastic Four (1961) #235,235,1981-10-10T00:00:00-0400,Fantastic Four (1961 - 1998),2121,0.5
18438,Warlock and the Infinity Watch (1992) #32,32,1994-09-10T00:00:00-0400,Warlock and the Infinity Watch (1992 - 1995),3654,0
22094,Eternals by Jack Kirby Book 2 (Trade Paperback),0,2008-09-10T00:00:00-0400,Eternals by Jack Kirby Book 2 (2008),5842,24.99
41803,Captain America (2011) #1 (2nd Printing Variant),1,2011-09-14T00:00:00-0400,Captain America (2011 - 2012),13830,3.99
8097,Daredevil (1963) #120,120,1975-04-10T00:00:00-0400,Daredevil (1963 - 1998),2002,0
20050,Firestar (1986) #3,3,1986-05-10T00:00:00-0400,Firestar (1986),3738,0.75
20323,Defenders (1972) #17,17,1974-11-10T00:00:00-0500,Defenders (1972 - 1986),3743,0.25
28847,Wolverine Weapon X Vol. 1: Adamantium Men (Trade Paperback),0,2010-04-14T00:00:00-0400,Wolverine Weapon X Vol. 1: Adamantium Men (2010),9688,19.99
42668,Marvel's Thor: The Dark World Prelude 2 (2012) #2,2,2013-07-10T00:00:00-0400,Marvel's Thor: The Dark World Prelude 2 (2012 - Present),16278,2.99
23458,Quasar (1999) #56,56,1994-03-10T00:00:00-0500,Quasar (1999 - 1994),6682,1.25
19746,Marvel Spotlight (1971) #29,29,1976-08-10T00:00:00-0400,Marvel Spotlight (1971 - 1977),3717,0.25
47230,Wolverine by Larry Hama & Marc Silvestri (Trade Paperback),0,2013-06-26T00:00:00-0400,Wolverine by Larry Hama & Marc Silvestri (2013),17811,24.99
32555,Nova (2007) #36 (IRON MAN BY DESIGN VARIANT),36,2010-04-21T00:00:00-0400,Nova (2007 - 2010),2504,0
8648,Excalibur (1988) #64,64,1993-04-10T00:00:00-0400,Excalibur (1988 - 1998),2011,1.75
16198,Avengers: Earth's Mightiest Heroes II (Hardcover),0,2007-08-08T00:00:00-0400,Avengers: Earth's Mightiest Heroes II (2007),2691,9.99
28722,Peter Parker (2009) #5,5,2010-07-28T00:00:00-0400,Peter Parker (2009 - 2010),9055,2.99
54,Powerless (2004) #6,6,2004-11-24T00:00:00-0500,Powerless (2004),781,2.99
39822,Alpha Flight (2011) #4 (Eaglesham Variant),4,2011-09-14T00:00:00-0400,Alpha Flight (2011 - 2012),13907,2.99
48995,Uncanny X-Force (2013) #11 (Larroca X-&#8203;Men 50th Anniversary Variant),11,2013-09-11T00:00:00-0400,Uncanny X-Force (2013 - Present),17597,3.99
23660,Agents of Atlas (2009) #1 (50/50 COVER),1,2009-02-04T00:00:00-0500,Agents of Atlas (2009),6807,3.99
10515,Peter Parker: Spider-Man (1999) #83,83,1997-09-10T00:00:00-0400,Peter Parker: Spider-Man (1999 - 2003),2060,1.99
11558,Thor (1966) #230,230,1974-12-10T00:00:00-0500,Thor (1966 - 1996),2083,0.25
15425,Marvel Super-Heroes (1967) #14,14,1968-05-10T00:00:00-0400,Marvel Super-Heroes (1967 - 1982),2300,0.25
23558,Astonishing Tales: Mojoworld (2008) #4,4,2009-03-25T00:00:00-0400,Astonishing Tales: Mojoworld (2008 - 2009),6699,0
1416,Ultimate Spider-Man (2000) #70,70,2004-12-15T00:00:00-0500,Ultimate Spider-Man (2000 - 2009),466,2.25
36330,Uncanny X-Men (1963) #541,541,2011-07-20T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,3.99
22164,Punisher War Journal (1988) #11,11,1989-11-20T00:00:00-0500,Punisher War Journal (1988 - 1995),5860,1.5
17104,Sub-Mariner (1968) #48,48,1972-04-10T00:00:00-0500,Sub-Mariner (1968 - 1974),2989,0.2
39846,Ultimate Spider-Man MGC (2011) #1,1,2011-03-30T00:00:00-0400,Ultimate Spider-Man MGC (2011),14744,1
2139,Marvel Must Haves: Nyx 1-3 (2005) #23,23,2005-06-01T00:00:00-0400,Marvel Must Haves: Nyx 1-3 (2005),521,3.99
15966,Amazing Spider-Girl (2006) #10,10,2007-07-11T00:00:00-0400,Amazing Spider-Girl (2006 - 2009),1126,2.99
1418,Uncanny X-Men (1963) #453,453,2004-12-01T00:00:00-0500,Uncanny X-Men (1963 - 2011),2258,2.25
4814,Wolverine Origins (2006) #5,5,2006-08-09T00:00:00-0400,Wolverine Origins (2006 - 2010),2375,2.99
29096,Secret Avengers (2010) #5 (SHS VARIANT),5,2010-09-22T00:00:00-0400,Secret Avengers (2010 - 2012),9799,3.99
49066,Longshot Saves the Marvel Universe (2013) #3,3,2013-12-04T00:00:00-0500,Longshot Saves the Marvel Universe (2013 - Present),18464,2.99
465,Captain America (2002) #25,25,2004-04-14T00:00:00-0400,Captain America (2002 - 2004),485,2.99
42781,"Monsters, Inc. (2012) #1",1,2013-02-06T00:00:00-0500,"Monsters, Inc. (2012 - Present)",16310,2.99
47056,Marvel Universe Ultimate Spider-Man (2012) #16,16,2013-07-24T00:00:00-0400,Marvel Universe Ultimate Spider-Man (2012),17481,2.99
22409,Marvel Masterworks: Atlas Era Journey Into Mystery Vol. 1 (Hardcover),0,2008-10-29T00:00:00-0400,Marvel Masterworks: Atlas Era Journey Into Mystery Vol. 1 (2008 - Present),6030,59.99
23561,Holiday Special (0000) #1,1,-0001-11-30T00:00:00-0500,Holiday Special (0000 - Present),6700,0
45902,Age of Ultron (Hardcover),0,2013-08-21T00:00:00-0400,Age of Ultron (2013),17319,24.99
30622,Uncanny X-Men (1963) #525,525,2010-06-09T00:00:00-0400,Uncanny X-Men (1963 - 2011),2258,2.99
20291,Defenders (1972) #125,125,1983-11-10T00:00:00-0500,Defenders (1972 - 1986),3743,0.6
11869,Tomb of Dracula (1972) #44,44,1976-05-10T00:00:00-0400,Tomb of Dracula (1972 - 1979),2084,0.25
33290,Dark Tower: The Gunslinger - The Journey Begins (2010) #1 (LEE VARIANT),1,2010-05-19T00:00:00-0400,Dark Tower: The Gunslinger - The Journey Begins (2010),9785,3.99
4480,She-Hulk (2005) #10,10,2006-08-09T00:00:00-0400,She-Hulk (2005 - 2009),886,2.99
43503,A+X (2012) #4 (Mcguinness Sketch Variant),4,2013-01-23T00:00:00-0500,A+X (2012 - Present),16450,3.99
259,Ultimate Spider-Man (2000) #50,50,2003-12-17T00:00:00-0500,Ultimate Spider-Man (2000 - 2009),466,2.99
17598,Powers (2004) #29,29,2008-04-23T00:00:00-0400,Powers (2004 - 2008),796,3.95
8557,Earth X (1999) #7,7,1999-10-01T00:00:00-0400,Earth X (1999),378,0
11775,Thor (1966) #447,447,1992-05-10T00:00:00-0400,Thor (1966 - 1996),2083,1.25
35520,Amazing Spider-Man (1999) #656,656,2011-03-16T00:00:00-0400,Amazing Spider-Man (1999 - 2013),454,3.99
24816,Dark Avengers Vol. 1: Dark Avengers Assemble (Hardcover),0,2009-08-19T00:00:00-0400,Dark Avengers Vol. 1: Dark Avengers Assemble (2009 - Present),7677,24.99
39708,Captain America Comics: 70th Anniversary Edition (2010) #1,1,2011-03-23T00:00:00-0400,Captain America Comics: 70th Anniversary Edition (2010 - 2011),12179,4.99
50078,DISNEY KINGDOMS: SEEKERS OF THE WEIRD (2014) #1 (Crump Variant),1,2014-01-15T00:00:00-0500,DISNEY KINGDOMS: SEEKERS OF THE WEIRD (2014 - Present),18678,3.99
46979,Alpha (2013) #1 (Quinones Variant),1,2013-02-20T00:00:00-0500,Alpha (2013 - Present),17650,2.99
28839,Thunderbolts: Widowmaker (Trade Paperback),0,2010-04-21T00:00:00-0400,Thunderbolts: Widowmaker (2010),9627,14.99
14211,Wolverine (1988) #87,87,1994-11-10T00:00:00-0500,Wolverine (1988 - 2003),2262,0
41104,Moon Knight (2010) #7 (Mc 50th Anniversary Variant),7,2011-11-02T00:00:00-0400,Moon Knight (2010 - 2012),10639,3.99
353,Exiles (2001) #41,41,2004-01-21T00:00:00-0500,Exiles (2001 - 2008),479,2.99
25141,Exiles (2009) #4,4,2009-07-01T00:00:00-0400,Exiles (2009),7196,2.99
21661,Psi-Force (1986) #19,19,-0001-11-30T00:00:00-0500,Psi-Force (1986 - 1989),5265,0
